id	setup
363	"Change the Outcome of WWII
7
2
0
Uru-Enchanted Iron Man
The Mighty|Masters of Evil|Sisterhood of Mutants
Hellfire Cult
Carnage (VE)|Storm (B)|Caiera (WW)|Nightcrawler (DC)|Colossus & Wolverine (XM)"
364	"Replace Earth's Leaders with Killbots
5
18
0
Mandarin - epic
Zola's Creations|Shadow-X
Mandarin's Rings
Deadpool (B)|Black Bolt (ROK)|Black Cat (PTT)|Bishop (DC)|Silk (SW2)"
365	"Pulse Waves from the Negative Zone
9
2
0
Hela, Goddess of Death - epic
Omens of Ragnarok|Maximum Carnage
Shi'ar Death Commandos
Daredevil (CW)|X-23 (XM)|Squirrel Girl (D)|Wonder Man (AM)|Beta Ray Bill (HOA)"
366	"Ragnarok, Twilight of the Gods
11
2
0
Apocalypse
Four Horsemen|Code Red
Khonshu Guardians
Rick Jones (WW)|Captain America (B)|Medusa (ROK)|High-Tech Spider-Man (HC)|Iron Man (B)"
367	"The Dark Phoenix Saga
10
2
0
Morgan Le Fay - epic
Hellfire Club|Queen's Vengeance
Cops
Nova (CH)|Angel (DC)|Invisible Woman (FF)|Karma (NM)|Cyclops (B)"
368	"Horror of Horrors
6
2
0
Magus - epic
Kree Starforce|Heroes for Hire
Universal Church of Truth
Dr. Strange (SW1)|Mirage (NM)|Gwenpool (CH)|Totally Awesome Hulk (CH)|Carnage (VE)"
369	"Ferry Disaster
9
2
0
Arcade - epic
Murderworld|Inhuman Rebellion
Cape-Killers
Bruce Banner (WW)|Punisher (DC)|Agent Venom (SW2)|Longshot (XM)|Crystal (ROK)"
370	"Crush Them With My Bare Hands
5
2
0
Mojo
Mojoverse|Salvagers
Cape-Killers
Aurora & Northstar (XM)|Silver Surfer (FF)|Iron Man Noir (N)|Steve Rogers, Director of S.H.I.E.L.D. (C75)|Human Torch (FF)"
371	"Brainwash the Military
7
2
0
Carnage
Maximum Carnage|U-Foes
Magma Men
Groot (GG)|Valkyrie (HOA)|Cannonball (XM)|No-Name, Brood Queen (WW)|Polaris (XM)"
372	"Asgardian Test of Worth
11
2
0
Mojo - epic
Mojoverse|Four Horsemen
Cops
X-23 (XM)|Wonder Man (AM)|Greithoth, Breaker of Wills (FI)|Viv Vision (CH)|Bishop (DC)"
373	"Devolve with Xerogen Crystals
5
2
0
J. Jonah Jameson
Illuminati|Ultron's Legacy
Spider-Slayer|The Brood
Nova (CH)|Gwenpool (CH)|Squirrel Girl (D)|Speedball (CW)|Thanos (SW1)
Spider-Slayer"
374	"Distract the Hero
8
2
0
Kingpin
Streets of New York|Goblin's Freak Show
Shi'ar Patrol Craft
High-Tech Spider-Man (HC)|Deadpool (DP)|Star-Lord (GG)|Brainstorm (ANH)|Fantastic Four United (ANH)"
375	"Secret Empire of Betrayal
11
2
0
Ultron
Ultron's Legacy|Infinity Gems
The Brood
Ghost Rider (DC)|Wiccan (CW)|Crystal (ROK)|The Captain and the Devil (SW2)|Quicksilver (R)
Magik (SW1)"
376	"Sneak Attack the Heroes' Homes
6
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Kree Starforce
S.H.I.E.L.D. Assault Squad
Viv Vision (CH)|Happy Hogan (HC)|Phoenix Force Cyclops (SW2)"
377	"Silence the Witnesses
6
2
0
Dr. Doom
Hellions|Marvel Knights
Doombot Legion
Proxima Midnight (SW1)|Emma Frost (B)|Bruce Banner (WW)|Vision (CW)|Black Cat (PTT)"
378	"Secret HYDRA Corruption
9
2
0
Zombie Green Goblin
The Deadlands|Subterranea
Mandarin's Rings
Jubilee (XM)|Gwenpool (CH)|Kitty Pryde (XM)|Kraven (V)|The Captain and the Devil (SW2)"
379	"Crush HYDRA
8
2
0
M.O.D.O.K.
Intelligencia|Deadpool's ""Friends""
Multiple Man
Nightcrawler (DC)|Symbiote Spider-Man (PTT)|Black Bolt (ROK)|Maximus (SW1)|Iceman (DC)"
380	"Subjugate with Obedience Disks
11
2
0
The Goblin, Underworld Boss
Goblin's Freak Show|Demons of Limbo
Hand Ninjas
Rocket Raccoon (GG)|Iron Fist (DC)|Captain America (Falcon) (C75)|Captain Marvel, Agent of S.H.I.E.L.D. (R)|Rick Jones (WW)"
381	"Annihilation: Conquest
11
2
0
Hydra High Council
Hydra Elite|Mojoverse
Hand Ninjas
Dr. Octopus (V)|The Captain and the Devil (SW2)|Goliath (CW)|Kraven (V)|Heralds of Galactus (ANH)|Dazzler (XM)"
382	"Alien Brood Encounters
8
0
30
Supreme Intelligence of the Kree
Kree Starforce|Annihilation Wave
The Brood|Sakaaran Hivelings
Ronin (R)|Daredevil (DC)|Miek, The Unhived (WW)|Jocasta (AM)|Elsa Bloodstone (SW2)"
383	"Crush HYDRA
8
2
0
Misty Knight
Heroes for Hire|Manhattan (Earth-1610)
Death's Heads
Ms. Marvel (CH)|Hellcat (R)|Carnage (VE)|Vision (CW)|Electro (V)"
384	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Nimrod, Super Sentinel
Hydra Elite|Sentinel Territories
Cape-Killers
Elektra (DC)|Viv Vision (CH)|Daredevil (DC)|Kraven (V)|Kitty Pryde (XM)"
385	"Shoot Hulk into Space
8
2
0
Emma Frost, The White Queen
Hellions|Shadow-X
Mandarin's Rings
Nova (ITC)|Black Knight (AM)|Arkon the Magnificent (SW2)|Gambit (B)|Viv Vision (CH)
Joe Fixit, Grey Hulk (WW)"
386	"Unite the Shards
7
2
0
Magneto
Brotherhood|Shi'ar Imperial Guard
Spider-Infected
Moon Knight (PTT)|Jubilee (XM)|Venom Rocket (VE)|Mockingbird (AOS)|Rocket Raccoon (GG)"
387	"War of the Frost Giants
9
2
0
Pagliacci
Wrecking Crew|Sakaar Imperial Guard
Shi'ar Patrol Craft
Invisible Woman (FF)|Ronin (R)|Thanos (SW1)|Aurora & Northstar (XM)|Enchantress (V)"
388	"Ruin the Perfect Wedding
11
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Queen's Vengeance
Sapien League
Captain Britain (SW2)|Namor, the Sub-Mariner (SW1)|Warlock (NM)|Corvus Glaive (SW2)|Apocalyptic Kitty Pryde (SW1)
Lady Thor (SW1)|Howard the Duck (D)"
389	"Televised Deathtraps of Mojoworld
11
2
12
Wasteland Hulk
Wasteland|Thunderbolts
Sidera Maris, Bridge Builders
Black Widow (B)|Skirn, Breaker of Men (FI)|Wonder Man (AM)|Wasp (AM)|Peter's Allies (HC)"
390	"The Legacy Virus
8
2
12
Poison Thanos
Poisons|Murderworld
Thor Corps
Falcon (CW)|Sunspot (NM)|Captain Marvel (SW1)|Skirn, Breaker of Men (FI)|Amadeus Cho (WW)"
391	"Shoot Hulk into Space
8
2
0
Wasteland Hulk
Wasteland|Timelines of Kang
Thor Corps
Agent Phil Coulson (AOS)|Legion (XM)|Cable (DC)|Stature (CW)|Adam Warlock (ITC)
Joe Fixit, Grey Hulk (WW)"
392	"Cytoplasm Spike Invasion
10
2
0
Belasco, Demon Lord of Limbo - epic
Demons of Limbo|K'un-lun
Ghost Racers
Terrible Jean Grey (SW2)|Nerkkod, Breaker of Oceans (FI)|Rocket Raccoon (GG)|Professor X (DC)|Photon (R)"
393	"Alien Brood Encounters
8
0
30
Thanos
Infinity Gems|S.H.I.E.L.D. Elite
The Brood|Shi'ar Patrol Craft
Namor, the Sub-Mariner (SW1)|Phoenix Force Cyclops (SW2)|Shang-Chi (SW2)|The Warriors Three (HOA)|Cannonball (XM)"
394	"The Clone Saga
8
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|The Mighty
Maggia Goons
Hawkeye (B)|Blade (DC)|Ronin (R)|Invisible Woman (FF)|Sentry (WW)"
395	"Enthrone the Barons of Battleworld
8
2
0
Arcade
Murderworld|Hydra Elite
Maggia Goons
Crystal (ROK)|Domino (DC)|Dr. Strange (SW1)|Yondu (ITC)|Black Cat (PTT)"
396	"Ragnarok, Twilight of the Gods
11
2
0
Hela, Goddess of Death
Omens of Ragnarok|Life Foundation
Hellfire Cult
Colossus (DC)|Happy Hogan (HC)|Rogue (B)|Daredevil Noir (N)|Deadpool (B)"
397	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Dark Phoenix - epic
A.I.M., Hydra Offshoot|Hellfire Club
Sakaaran Hivelings
Captain America (B)|Black Bolt (ROK)|Nebula (ITC)|Invisible Woman (FF)|Green Goblin (V)"
398	"Fall of the Hulks
10
2
12
The Red King
Sakaar Imperial Guard|Infinity Gems
The Brood
Totally Awesome Hulk (CH)|Nul, Breaker of Worlds (FI)|Captain Mar-Vell (ITC)|Rick Jones (WW)|Adam Warlock (ITC)"
399	"Breach Parallel Dimensions
6
6
0
Charles Xavier, Professor of Crime
X-Men Noir|Underworld
Universal Church of Truth
Soulsword Colossus (SW2)|Crystal (ROK)|Hercules (CW)|Warlock (NM)|Magik (SW1)"
400	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Apocalypse
Four Horsemen|Radiation
Magma Men
Black Bolt (ROK)|Proxima Midnight (SW1)|Speedball (CW)|Iron Man (B)|Magik (SW1)"
401	"Deadpool Kills the Marvel Universe
6
2
0
Mandarin - epic
Subterranea|Marvel Knights
Mandarin's Rings
Solo (DP)|Silver Surfer (FF)|War Machine (R)|Quicksilver (R)"
402	"The Korvac Saga
8
2
0
Shiklah, the Demon Bride
Monster Metropolis|K'un-lun
M.O.D.O.K.s
Kingpin (V)|Luke Cage (CW)|Legion (XM)|Thing (FF)|Corvus Glaive (SW2)"
403	"Invincible Force Field
7
2
0
Dr. Doom
Kree Starforce|Guardians of Knowhere
Doombot Legion
Invisible Woman (FF)|Superior Iron Man (SW1)|Jocasta (AM)|No-Name, Brood Queen (WW)|Mr. Fantastic (FF)"
404	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Supreme Intelligence of the Kree
Skrulls|Kree Starforce
Hand Ninjas
Nova (CH)|Apocalyptic Kitty Pryde (SW1)|Vision (CW)|Legion (XM)|Speed (R)|Colossus & Wolverine (XM)"
405	"Secret Empire of Betrayal
11
2
0
Dr. Strange
Defenders|From Beyond
Ghost Racers
Black Bolt (ROK)|Cable (DC)|Nightcrawler (DC)|Nerkkod, Breaker of Oceans (FI)|Valkyrie (HOA)
Wolverine (B)"
406	"Capture Baby Hope
8
2
0
Kang the Conqueror
Timelines of Kang|Intelligencia
Hellfire Cult
Deadpool (DP)|Venom Rocket (VE)|Ant-Man (AM)|Skaar, Son of Hulk (WW)|Gambit (B)"
407	"Superhuman Baseball Game
9
2
0
Spider-Queen
Shi'ar Imperial Elite|Deadpool's Secret Secret Wars|Great Lakes Avengers
Spider-Infected
Banshee (XM)|Beast (XM)|Hercules (CW)|Vision (CW)|Ghost Rider (DC)"
408	"House of M
8
2
0
Dark Phoenix - epic
Hellfire Club|Lethal Legion
Cape-Killers
Psylocke (XM)|Phoenix Force Cyclops (SW2)|Longshot (XM)|Wolfsbane (NM)|Wonder Man (AM)|Howard the Duck (D)"
409	"Scavenge Alien Weaponry
7
2
0
Illuminati, Secret Society
Illuminati|Skrulls
Ghost Racers|Sidera Maris, Bridge Builders
Caiera (WW)|Hawkeye (B)|Spider-Man (B)|Maximus (SW1)|Cyclops (B)
Sidera Maris, Bridge Builders"
410	"Dark Alliance
8
2
0
Nick Fury
Avengers|Vulture Tech
Spider-Infected
Scarlet Spider (PTT)|Skirn, Breaker of Men (FI)|Thing (FF)|Hulk (B)|Nick Fury (B)"
411	"Ferry Disaster
9
2
0
Magus
Utopolis|Shadow-X
Universal Church of Truth
Luke Cage Noir (N)|Ghost Rider (DC)|Tony Stark (HC)|Emma Frost (B)|Winter Soldier (C75)"
412	"Organized Crime Wave
8
2
0
Arcade - epic
Murderworld|Zola's Creations
Maggia Goons
Iceman (DC)|Captain America (B)|Storm & Black Panther (CW)|Captain America 1941 (C75)|Hiroim (WW)"
413	"Age of Ultron
11
2
0
Shadow King
Shadow-X|Sentinel Territories
Death's Heads
Moon Knight (PTT)|Old Man Logan (SW1)|Hulkling (CW)|Valkyrie (HOA)|Spider-Woman (PTT)"
414	"Predict Future Crime
6
2
0
Magneto
Brotherhood|Hood's Gang|Great Lakes Avengers
Death's Heads
Korg (WW)|Jessica Jones (D)|Black Knight (AM)|Sabretooth (V)|Tony Stark (HC)"
415	"Master the Mysteries of Kung-Fu
8
2
0
Nick Fury
Avengers|Heralds of Galactus
Savage Land Mutates
Quasar (ITC)|Skaar, Son of Hulk (WW)|Thor (B)|Photon (R)|Squirrel Girl (D)"
416	"Deadpool Writes a Scheme
6
2
0
Nimrod, Super Sentinel
Sentinel Territories|The Mighty
Spider-Infected
Solo (DP)|The Captain and the Devil (SW2)|Falcon (CW)|Quicksilver (R)|Happy Hogan (HC)"
417	"Fall of the Hulks
10
2
12
Macho Gomez
Deadpool's ""Friends""|Demons of Limbo
Thor Corps
Joe Fixit, Grey Hulk (WW)|Amadeus Cho (WW)|Iron Man (B)|Quake (AOS)|Electro (V)"
418	"Corrupt the Next Generation of Heroes
8
2
0
Mr. Sinister
Marauders|Celestials
Cape-Killers
Maximus (SW1)|Nova (CH)|Deadpool (B)|Havok (XM)|Peter Parker, Homecoming (HC)"
419	"Mutating Gamma Rays
7
2
0
Hela, Goddess of Death
Omens of Ragnarok|Radiation
Phalanx
Captain America 1941 (C75)|Miek, The Unhived (WW)|Photon (R)|Captain America, Secret Avenger (CW)|Hulkbuster Iron Man (WW)
Gladiator Hulk (WW)"
420	"Organized Crime Wave
8
2
0
Belasco, Demon Lord of Limbo
Demons of Limbo|Marauders
Maggia Goons
Karma (NM)|Luke Cage Noir (N)|Bullseye (V)|Stingray (DP)|Skirn, Breaker of Men (FI)"
421	"Sinister Ambitions
6
2
0
King Hyperion
Utopolis|Uncanny Avengers
Sentinel
Bullseye (V)|Captain America (Falcon) (C75)|Iron Fist (DC)|Falcon (CW)|Venomized Dr. Strange (VE)"
422	"Scavenge Alien Weaponry
7
2
0
Mole Man
Subterranea|Dark Avengers
Spider-Slayer|Savage Land Mutates
Nightcrawler (DC)|Soulsword Colossus (SW2)|Storm (B)|Blade (DC)|Elsa Bloodstone (SW2)
Savage Land Mutates"
423	"Fear Itself
10
2
0
Fin Fang Foom - epic
Monsters Unleashed|Heralds of Galactus
Sapien League
Phoenix (XM)|Beast (SW2)|Peter Parker (CW)|Greithoth, Breaker of Wills (FI)|Nick Fury (B)"
424	"Mutating Gamma Rays
7
2
0
King Hyperion
Utopolis|Spider Friends
Universal Church of Truth
Apocalyptic Kitty Pryde (SW1)|Gamora (GG)|Brainstorm (ANH)|Kraven (V)|Bishop (DC)
Gladiator Hulk (WW)"
425	"Deadpool Writes a Scheme
6
2
0
Fin Fang Foom - epic
Monsters Unleashed|Heralds of Galactus
HYDRA Base
Slapstick (DP)|Rocket Raccoon (GG)|Stature (CW)|Storm (B)|Magneto (V)"
426	"Everybody Hates Deadpool
6
2
0
Charles Xavier, Professor of Crime
X-Men Noir|Annihilation Wave
M.O.D.O.K.s
Solo (DP)|Super-Skrull (ANH)|Psylocke (XM)|Sunspot (NM)|Man-Thing (D)"
427	"Distract the Hero
8
2
0
Mole Man
Subterranea|X-Men Noir
Circus of Crime
Peter's Allies (HC)|X-23 (XM)|Domino (DC)|Luke Cage Noir (N)|Bullseye (V)"
428	"Enthrone the Barons of Battleworld
8
2
0
Red Skull
HYDRA|Wrecking Crew
Death's Heads
Old Man Logan (SW1)|Sabretooth (V)|Angel Noir (N)|Star-Lord (GG)|Thor (B)"
429	"Brainwash the Military
7
2
0
Shadow King
Shadow-X|Underworld
Cops
Super-Skrull (ANH)|Havok (XM)|Ronan the Accuser (ITC)|Scarlet Spider (PTT)|Deadpool (DP)"
430	"Trapped in the Insane Asylum
5
2
0
Madelyne Pryor, Goblin Queen
Limbo|Emissaries of Evil
Spider-Slayer
Warlock (NM)|Beast (XM)|Dazzler (XM)|Human Torch (FF)|The Warriors Three (HOA)"
431	"Midtown Bank Robbery
8
12
0
J. Jonah Jameson
MLF|Omens of Ragnarok
Spider-Slayer
Nova (CH)|Superior Iron Man (SW1)|Enchantress (V)|Mirage (NM)|Black Cat (PTT)"
432	"Everybody Hates Deadpool
6
2
0
Baron Helmut Zemo
Thunderbolts|X-Men First Class
Magma Men
Solo (DP)|Valkyrie (HOA)|Ghost Rider (DC)|Phoenix (XM)|War Machine (R)"
433	"Flood the Planet with Melted Glaciers
8
2
0
Professor X
X-Men First Class|Infinity Gems
HYDRA Base
Psylocke (XM)|Ruby Summers (SW2)|Sunspot (NM)|Phoenix (XM)|Gorgon (ROK)"
434	"Secret Empire of Betrayal
11
2
0
The Grandmaster - epic
Elders of the Universe|Aspects of the Void
Thor Corps
Electro (V)|Venom (V)|Nebula (ITC)|Hawkeye (B)|Juggernaut (V)
Gambit (B)"
435	"Unite the Shards
7
2
0
Stryfe
MLF|Sisterhood of Mutants
Hellfire Cult
Psi-Lord (ANH)|Professor X (DC)|Greithoth, Breaker of Wills (FI)|Adam Warlock (ITC)|Colossus & Wolverine (XM)"
436	"Avengers vs. X-Men
9
2
0
The Sentry
Aspects of the Void|Monster Metropolis
Sentinel
Spider-Gwen (SW2)|Ultimate Spider-Man (SW1)|Spider-Woman (PTT)|Arkon the Magnificent (SW2)|Man-Thing (D)|Silver Surfer (FF)
Spidermen|NONE"
437	"Everybody Hates Deadpool
6
2
0
Odin
Goblin's Freak Show|Registration Enforcers
Asgardian Warriors
Slapstick (DP)|Sunspot (NM)|Kraven (V)|Star-Lord (GG)|Spider-Man Noir (N)"
438	"Imprison Unregistered Superhumans
11
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Demons of Limbo
Sapien League
Quake (AOS)|Fantastic Four United (ANH)|Apocalyptic Kitty Pryde (SW1)|Mystique (V)|Greithoth, Breaker of Wills (FI)"
439	"Trapped in the Insane Asylum
5
2
0
The Hood - epic
Hood's Gang|U-Foes
Sapien League
Hulkbuster Iron Man (WW)|Quasar (ITC)|Hellcat (R)|Blade (DC)|Thor (HOA)"
440	"The Fountain of Eternal Life
8
2
0
Arnim Zola
Zola's Creations|Hellions
Shi'ar Death Commandos
Groot (GG)|Peter Parker (CW)|Happy Hogan (HC)|No-Name, Brood Queen (WW)|Ms. America (D)"
441	"Resurrect Heroes with Norn Stones
8
2
0
Vulture
Vulture Tech|Deadpool's ""Friends""
Hellfire Cult
Karma (NM)|She-Hulk (WW)|Arkon the Magnificent (SW2)|Punisher (DC)|Nerkkod, Breaker of Oceans (FI)"
442	"Invade the Daily Bugle News HQ
8
2
0
Spider-Queen
Ultron's Legacy|Four Horsemen
Spider-Infected|Shi'ar Patrol Craft
Dazzler (XM)|Goliath (CW)|Black Bolt (ROK)|Storm & Black Panther (CW)|Beta Ray Bill (HOA)
Hellfire Cult"
443	"The Legacy Virus
8
2
12
Arcade - epic
Murderworld|Uncanny X-Men
Sakaaran Hivelings
Forge (DC)|Loki (V)|Shang-Chi (SW2)|Venompool (VE)|Nova (ITC)"
444	"Earthquake Drains the Ocean
11
2
0
Hybrid
Life Foundation|Superhuman Registration Act|Vulture Tech
Ghost Racers
Totally Awesome Hulk (CH)|Angel Noir (N)|Human Torch (FF)|Karnak (ROK)|Superior Iron Man (SW1)"
445	"Hidden Heart of Darkness
8
2
0
Dr. Strange
Defenders|Hellions
Cops
Hulkling (CW)|Crystal (ROK)|Old Man Logan (SW1)|Peter Parker (CW)|Gwenpool (CH)"
446	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Grim Reaper
Lethal Legion|Emissaries of Evil
Maggia Goons
Luke Cage (CW)|Havok (XM)|Happy Hogan (HC)|Gamora (GG)|Magik (SW1)"
447	"Gladiator Pits of Sakaar
6
2
0
Pagliacci
Wrecking Crew|Monsters Unleashed
Sentinel
Black Widow (B)|Jessica Jones (D)|Enchantress (V)|Nova (ITC)|Angel Noir (N)"
448	"The Contest of Champions
11
2
0
Ultron - epic
Ultron's Legacy|Dark Avengers
Savage Land Mutates
Dazzler (XM)|Yondu (ITC)|Iron Man Noir (N)|Psylocke (XM)|Ant-Man (AM)|Quicksilver (R)"
449	"Flood the Planet with Melted Glaciers
8
2
0
Shadow King
Shadow-X|Uncanny Avengers
Mandroid
Ultron (V)|Silver Surfer (FF)|Miek, The Unhived (WW)|Hulkbuster Iron Man (WW)|Wasp (AM)"
450	"Deadpool Writes a Scheme
6
2
0
Hydra High Council
Hydra Elite|X-Men Noir
Ghost Racers
Slapstick (DP)|Brainstorm (ANH)|Scarlet Spider (PTT)|Black Knight (AM)|Black Swan (SW2)"
451	"Silence the Witnesses
6
2
0
The Red King
Sakaar Imperial Guard|Hydra Elite
Sentinel
Gorgon (ROK)|Captain Mar-Vell (ITC)|Warlock (NM)|Blade (DC)|Thor (B)"
452	"Five Families of Crime
8
2
0
Mole Man
Subterranea|Elders of the Universe|Mojoverse|Uncanny Avengers
The Brood
Deathlok (AOS)|Maximus (SW1)|Iceman (DC)|Superior Iron Man (SW1)|Groot (GG)"
453	"Divide and Conquer
8
2
0
Mojo
Mojoverse|Hellions
Death's Heads
Longshot (XM)|Howard the Duck (D)|Black Swan (SW2)|Sunspot (NM)|Hiroim (WW)|Silk (SW2)|Apocalyptic Kitty Pryde (SW1)"
454	"Transform Citizens Into Demons
8
0
0
Fin Fang Foom - epic
Monsters Unleashed|Sinister Six
M.O.D.O.K.s
Drax the Destroyer (GG)|Beta Ray Bill (HOA)|Iron Fist (DC)|Captain Marvel (SW1)|Captain Britain (SW2)"
455	"Hypnotize Every Human
8
0
0
Mr. Sinister
Marauders|From Beyond
Sentinel|Mandarin's Rings
Captain America 1941 (C75)|Storm & Black Panther (CW)|Dazzler (XM)|Spider-Gwen (SW2)|Ruby Summers (SW2)"
456	"Gladiator Pits of Sakaar
6
2
0
Mysterio
Sinister Six|Maximum Carnage
Savage Land Mutates
Mystique (V)|Man-Thing (D)|Quicksilver (R)|Nightcrawler (DC)|Ghost Rider (DC)"
457	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Baron Helmut Zemo
Thunderbolts|Uncanny X-Men
Spider-Slayer
Ms. Marvel (CH)|Wonder Man (AM)|Speedball (CW)|Howard the Duck (D)|Goliath (CW)"
458	"Bathe Earth In Cosmic Rays
6
2
0
Mojo - epic
Mojoverse|Heroes for Hire
Khonshu Guardians
Black Widow (B)|Punisher (DC)|Quasar (ITC)|Hulkbuster Iron Man (WW)|Angel (DC)"
459	"Five Families of Crime
8
2
0
Kang the Conqueror - epic
Timelines of Kang|Inhuman Rebellion|Celestials|Great Lakes Avengers
Sidera Maris, Bridge Builders
Valkyrie (HOA)|Captain America (Falcon) (C75)|Happy Hogan (HC)|Nova (CH)|Maximus (SW1)"
460	"Deadpool Kills the Marvel Universe
6
2
0
Deathbird
Shi'ar Imperial Guard|Elders of the Universe
Shi'ar Death Commandos
Venompool (VE)|Ronin (R)|Namora (WW)|Daredevil Noir (N)"
461	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Deathbird - epic
Queen's Vengeance|Lethal Legion
Shi'ar Death Commandos
Yondu (ITC)|Nightcrawler (DC)|Colossus (DC)|Cable (DC)|Legion (XM)"
462	"Distract the Hero
8
2
0
Authoritarian Iron Man
Superhuman Registration Act|Mojoverse
HYDRA Base
Peter Parker, Homecoming (HC)|Nick Fury (B)|Miek, The Unhived (WW)|Punisher (DC)|Soulsword Colossus (SW2)"
463	"The Korvac Saga
8
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Zola's Creations
Maggia Goons
Gambit (B)|Electro (V)|Scarlet Spider (PTT)|Dr. Strange (SW1)|Stingray (DP)"
464	"Break the Planet Asunder
9
2
0
Dr. Strange
Defenders|Omens of Ragnarok
Sentinel
Amadeus Cho (WW)|Captain Mar-Vell (ITC)|Emma Frost (B)|The Captain and the Devil (SW2)|Iron Man (B)|Juggernaut (V)|Adam Warlock (ITC)"
465	"Super Hero Civil War
8
2
0
Hybrid - epic
Life Foundation|Mojoverse
Universal Church of Truth
Daredevil (DC)|Joe Fixit, Grey Hulk (WW)|Ronin (R)|Black Bolt (ROK)"
466	"Corrupt the Next Generation of Heroes
8
2
0
Apocalypse
Four Horsemen|Goblin's Freak Show
Sentinel
Mockingbird (AOS)|Jubilee (XM)|Captain Britain (SW2)|Iron Man (B)|Skaar, Son of Hulk (WW)"
467	"The Fountain of Eternal Life
8
2
0
Mephisto
Underworld|Maximum Carnage
Maggia Goons
Squirrel Girl (D)|Phoenix (XM)|Gambit (B)|Symbiote Spider-Man (PTT)|Goliath (CW)"
468	"Pull Reality Into the Negative Zone
8
2
0
Nick Fury
Avengers|Spider Friends
Savage Land Mutates
Bishop (DC)|Deathlok (AOS)|Hulkling (CW)|Beast (XM)|Miek, The Unhived (WW)"
469	"Distract the Hero
8
2
0
General Ross
Code Red|Avengers
S.H.I.E.L.D. Assault Squad
Symbiote Spider-Man (PTT)|Dr. Octopus (V)|Human Torch (FF)|Falcon (CW)|Beast (XM)"
470	"Replace Earth's Leaders with Killbots
5
18
0
Arnim Zola
Zola's Creations|Domain of Apocalypse
Spider-Infected
Quake (AOS)|Gwenpool (CH)|Spider-Woman (PTT)|Jubilee (XM)|Carnage (VE)"
471	"Asgardian Test of Worth
11
2
0
Misty Knight
Heroes for Hire|Spider-Foes
Sakaaran Hivelings
Viv Vision (CH)|Phoenix Force Cyclops (SW2)|High-Tech Spider-Man (HC)|Captain America, Secret Avenger (CW)|Beast (SW2)"
472	"Paralyzing Venom
6
2
0
M.O.D.O.K.
Intelligencia|X-Men First Class
Multiple Man
Soulsword Colossus (SW2)|Slapstick (DP)|Daredevil (CW)|Star-Lord (GG)|Polaris (XM)"
473	"Anti-Mutant Hatred
11
2
0
Pagliacci
Wrecking Crew|Uncanny Avengers
Mandarin's Rings
Thing (FF)|Wonder Man (AM)|Totally Awesome Hulk (CH)|Agent Venom (SW2)|Sentry (WW)"
474	"Alien Brood Encounters
8
0
30
Emperor Vulcan of the Shi'ar - epic
Shi'ar Imperial Elite|Monster Metropolis
The Brood|Spider-Slayer
Black Knight (AM)|Lady Sif (HOA)|Maximus (SW1)|Super-Skrull (ANH)|Mystique (V)"
475	"United States Split by Civil War
10
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Life Foundation
Maggia Goons
Slapstick (DP)|Beast (SW2)|Silver Surfer (FF)|Human Torch (FF)|Venom (VE)"
476	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Dr. Strange
Hydra Elite|Defenders
Sentinel
Darkhawk (R)|Mystique (V)|High-Tech Spider-Man (HC)|Quake (AOS)|Speed (R)"
477	"Secret Empire of Betrayal
11
2
0
M.O.D.O.K.
Intelligencia|Masters of Evil (WWII)
Cape-Killers
Carnage (VE)|Forge (DC)|Silver Surfer (FF)|Arkon the Magnificent (SW2)|Skadi (FI)
Nul, Breaker of Worlds (FI)"
478	"The Legacy Virus
8
2
12
Mr. Sinister
Marauders|Dark Descendants
Mandarin's Rings
Rocket Raccoon (GG)|She-Hulk (WW)|Beast (SW2)|Bruce Banner (WW)|Nul, Breaker of Worlds (FI)"
479	"Save Humanity
8
2
0
Zombie Green Goblin
The Deadlands|Lethal Legion
Sidera Maris, Bridge Builders
Solo (DP)|Thing (FF)|Deadpool (DP)|Black Bolt (ROK)|Legion (XM)"
480	"Corrupt the Next Generation of Heroes
8
2
0
Wasteland Hulk
Wasteland|The Mighty
S.H.I.E.L.D. Assault Squad
Sunspot (NM)|Quicksilver (R)|Kuurth, Breaker of Stone (FI)|Scarlet Witch (R)|Enchantress (V)"
481	"Invade the Daily Bugle News HQ
8
2
0
Pagliacci
Wrecking Crew|X-Men '92
Hand Ninjas|Sidera Maris, Bridge Builders
Falcon (CW)|Gamora (GG)|Juggernaut (V)|Wolverine (B)|Iron Fist (DC)
Doombot Legion"
