herotext	text	set	id	heroname
Tigra	"<font size='5'>Tigra</font>
<font size='3'><i>Avengers</i></font>

<b>Friendship/Ferocity</b> (5 copies)
<i>Divided</i>
<b>Friendship (Tigra: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1 Recruit
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Gain a Sidekick.
Cost: 2
---
<b>Ferocity (Tigra: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1 Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Draw a card.
Cost: 2

<b>Supernatural Senses</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
Look at the top card of your deck. Discard it or put it back.
https://cf.geekdo-static.com/mbs/mb_26284_0.png https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may KO the card you discarded this way.
Cost: 3
<font size='1'><i>Art contains a gun</i></font>

<b>Can't Surprise a Cat</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
If an Ambush effect would occur, you may discard this card to cancel that effect and draw two cards.
Cost: 5

<b>Mystic Talisman</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
0+ Attack
Recruit a Hero from the HQ for free.
Avengers: You get that Hero's printed Recruit and Attack.
Cost: 7
"	Civil War	CW	Tigra (CW)
Vision	"<font size='5'>Vision</font>
<font size='3'><i>Avengers</i></font>

<b>Solar Energy</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
1+ Attack
<i>Phasing</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +2 Attack.
Cost: 3
<font size='1'><i>You can't always touch the Vision, but he can always reach you.</i></font>

<b>Through Solid Objects</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Recruit
<i>Phasing</i>
Choose a Hero Class. Reveal the top card of your deck. If it's the Hero class you named, then draw it.
Cost: 4

<b>Lighter than Air/Harder than Diamond</b> (3 copies)
<i>Divided</i>
<b>Lighter than Air (Vision: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Recruit
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Phasing</i>
Cost: 6*
---
<b>Harder than Diamond (Vision: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Phasing</i>
Cost: 6*

<b>Insubstantial Accomplishments</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4 Attack
<i>Phasing</i>
When you play this, you may swap a card from your hand with the top two cards of your deck.
Cost: 7
<font size='1'><i>Art contains a gun</i></font>
"	Civil War	CW	Vision (CW)
Wiccan	"<font size='5'>Wiccan</font>
<font size='3'><i>Avengers</i></font>

<b>Astral Projection</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
<i>Phasing</i>
Choose a number, and then reveal the top card of your deck. If that card is that cost, then you get +1 Attack.
Cost: 4

<b>Sorcerous Illusions</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1+ Recruit
<i>Phasing</i>
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +2 Recruit.
Cost: 2
<font size='1'><i>Wiccan inherited his magic from his mother Scarlet Witch...and perhaps her madness.</i></font>

<b>Supersonic Spells/Supersonic Speed</b> (3 copies)
<i>Divided</i>
<b>Supersonic Spells (Wiccan: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Draw a card.
Cost: 4
---
<b>Supersonic Speed (Speed: Avengers)</b>
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Draw another card.
Cost: 4

<b>Clairvoyance</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Attack
Choose a number, and then reveal the top card of your deck. If that card is that cost, draw it and draw another card.
Cost: 7


"	Civil War	CW	Wiccan (CW)
Bob, Agent of HYDRA	"<font size='5'>Bob, Agent of HYDRA</font>
<font size='3'><i>HYDRA</i></font>

<b>Bullets Flying, Bob Hiding</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Excessive Violence</i>: Draw a card.
2 1/2 Recruit
Cost: 3
<font size='1'><i>Flavor: ""When I'm involved in excessive violence, I'm usually the victim!""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>HYDRA Half-Wit</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Reveal the top card of your deck. If it's HYDRA or S.H.I.E.L.D., draw it.
1 1/2 Attack
Cost: 2
<font size='1'><i>Flavor: ""At first I thought HYDRA was a facial moisturizer.""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>How Do I Get Out of Here??</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4 Attack
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Look at the top card of another player's deck. Ask them a yes or no question about it. If they guess right, then they draw that card. If not, then you draw a card.
Cost: 6

<b>Epic Middle Manager</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Excessive Violence</i>: KO up to two HYDRA and/or S.H.I.E.L.D. Heroes from your discard pile. Draw a card for each Hero KO'd this way.
5 Attack
Cost: 8
<font size='1'><i>Art contains a gun</i></font>
"	Deadpool	DP	Bob, Agent of HYDRA (DP)
Deadpool	"<font size='5'>Deadpool</font>
<font size='3'><i>Mercs for Money</i></font>

<b>It'll Grow Back</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
If you have a Wound in your hand or discard pile, KO it at you get +1 Attack. Otherwise, gain a Wound. These days, getting wounded mostly just pisses me off.
2 1/2+ Attack
Cost: 4

<b>Nighttime Is the Right Time</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
If it's between 8 p.m. and midnight, you get +2 Attack. Otherwise, you get +2 Recruit.
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Screw it, just take both!
Cost: 3
<font size='1'><i>Flavor: ""...for Pillow Fights and Gun Fights! Wait, which one is this again?""</i></font>

<b>Running Commentary</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 1/2+ Attack
You get +1/2 Attack for each other card with flavor text you played this turn. Now maybe you'll stop telling me to shut up.
Cost: 5
<font size='1'><i>Flavor: You also get another +13 Attack, but this doesn't count because it's flavor text.</i></font>

<b>Deadpool Rage!</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
5 Attack
<i>Excessive Violence</i>: Take another turn after this one. But don't use this ability more than once per game - trilogies are stupid.
Cost: 7
<font size='1'><i>Flavor: Hey Wolverine! I've had a breakthrough!</i></font>
"	Deadpool	DP	Deadpool (DP)
Slapstick	"<font size='5'>Slapstick</font>
<font size='3'><i>Mercs for Money</i></font>

<b>Napoleon Complex</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Recruit
https://cf.geekdo-static.com/mbs/mb_26285_0.png: If any other players are taller than you, draw a card. If any other players are shorter than you, you get +1 Recruit. If both, get both!
Cost: 4
<font size='1'><i>Flavor: For an ultra-violent, goofball, living cartoon, Slapstick has some serious issues.</i></font>

<b>Saturday Morning Harpoons</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 1/2 Attack
<i>Excessive Violence</i>: Rescue a Bystander.
Cost: 3
<font size='1'><i>Flavor: And they say cartoons are too violent these days.</i></font>

<b>Surprise Chainsaw</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Excessive Violence</i>: When you have a new hand of cards at the end of this turn, draw an extra card.
4 1/2 Attack
Cost: 6
<font size='1'><i>Flavor: This card's a little hacky.</i></font>

<b>Electroplasmic Insanity</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Excessive Violence</i>: Recruit a Hero from the HQ for free. Then, you may shuffle your discard pile into your deck.
5 Attack
Cost: 8
"	Deadpool	DP	Slapstick (DP)
Solo	"<font size='5'>Solo</font>
<font size='3'><i>Mercs for Money</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Half-Cocked</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1 1/2 Recruit
1 1/2 Attack
Cost: 2
<font size='1'><i>Flavor: Two halves make a bullet whole. Also, you're a bulletwhole.</i></font>

<b>Merc's Gotta Get Paid</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Excessive Violence</i>: You get +1 Recruit.
0+ Recruit
2 1/2 Attack
Cost: 3
<font size='1'><i>Flavor: Mercenary - (noun) - one who converts carnage into cash.</i></font>

<b>Guns on My Guns</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 1/2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Does the top card of your deck have a gun in the art? If so, draw that gun!
Cost: 5
<font size='1'><i>Flavor: Who can make me a gun that shoots our little guns?</i></font>

<b>Cut in Half</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 1/2 Attack
Choose a Villain. Cut its Attack in half this turn.
Mercs for Money: Cut the Mastermind's Attack in half for one fight this turn.
Cost: 7
<font size='1'><i>Flavor: So 11 becomes 5 1/2. This is like 4th grade math - Try to keep up.</i></font>
"	Deadpool	DP	Solo (DP)
Stingray	"<font size='5'>Stingray</font>
<font size='3'><i>Mercs for Money</i></font>

<b>Deck Chairs on the Titanic</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw a card.
You may move a Villain to an adjacent city space. If another Villain is already there, swap them.
1 1/2 Attack
Cost: 4

<b>Superpowered Swimsuit</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw a card.
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You get +2 Attack, usable only against Villains in the Sewers or Bridge or the Mastermind.
1/2+ Attack
Cost: 2
<font size='1'><i>Flavor: Breathing underwater is the best superpower, if you don't count any other superpowers.</i></font>

<b>Sting of the Stingray's Sting</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Recruit
<i>Excessive Violence</i>: You may KO one of your cards or a card from your discard pile.
Cost: 5
<font size='1'><i>Flavor: Wait, isn't shooting electricity underwater a terrible idea?</i></font>

<b>PhD in Oceanography</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
You may KO a card from your hand or discard pile.
Mercs for Money: You get 1/2 Attack for each Hero in the KO pile.
4+ Attack
Cost: 8


"	Deadpool	DP	Stingray (DP)
Angel Noir	"<font size='5'>Angel Noir</font>
<font size='3'><i>X-Men</i></font>

<b>Impetuous Dive</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +1 Attack.
2+ Attack
Cost: 3
<font size='1'><i>Flavor: ""Legends tell of a Cape of Mercury that enables a man to fly. Until I find it, I'll just jump and hope for the best.""</i></font>
<font size='1'><i>Art contains a gun, or at least muzzle flashes and bullet trajectory</i></font>

<b>Multitalented</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Choose a Hero Class. <i>Investigate</i> for a card of that Hero Class.
1 Recruit
1 Attack
Cost: 4
<font size='1'><i>Flavor: Specialties include: Medicine, Prisons, Detective Work, Advertising, and Everything Else.</i></font>

<b>Identical Twin Brother</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
You get the printed Recruit and Attack of a Hero in the HQ. Then put that Hero on the bottom of the Hero Deck.
0+ Recruit
0+ Attack
Cost: 5

<b>Missing Person Case</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Investigate</i> the Hero Deck for any card and put that card in your hand.
3 Attack
Cost: 8
"	Noir	N	Angel Noir (N)
Daredevil Noir	"<font size='5'>Daredevil Noir</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Balancing Act</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
The next Hero you recruit this turn goes on top of your deck.
1 Recruit
1 Attack
Cost: 3
<font size='1'><i>Flavor: A body balanced on a single muscle. A city balanced on a single man.</i></font>

<b>Listen for Heartbeats</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Choose a number 1 or more. <i>Investigate</i> for a card of that cost.
2 Attack
Cost: 4
<font size='1'><i>Flavor: ""Hearing hearts a block away is easy. The tough part is discerning whose is whose.""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Discover the Bodies</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
https://cf.geekdo-static.com/mbs/mb_26283_0.png: <i>Investigate</i> for a card that costs 0. KO that card.
3 Recruit
Cost: 5
<font size='1'><i>Flavor: ""By the time I found them, they were already dead.""</i></font>

<b>Hitting Rock Bottom</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Discard a card from the top or bottom of your deck. If it costs 0, you get +1 Attack and repeat this process. If your deck runs out, stop.
3+ Attack
Cost: 7
"	Noir	N	Daredevil Noir (N)
Iron Man Noir	"<font size='5'>Iron Man Noir</font>
<font size='3'><i>Avengers</i></font>

<b>Steam-Powered Arsenal</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
To play this, you must put another card from your hand on top of your deck.
3 Attack
Cost: 3
<font size='1'><i>Flavor: ""Water is the key to creation ... and destruction.""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Mechanized Plate-Mail</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Investigate</i> for a https://cf.geekdo-static.com/mbs/mb_26287_0.png card.
2 Recruit
Cost: 4
<font size='1'><i>Flavor: ""The best way to test a new invention is to let HYDRA shoot it with automatic weapons.""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Learn from Enemies</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may use the ""Fight"" ability of a Villain worth 1 VP in your Victory Pile.
3 Attack
Cost: 6

<b>Adventurers Assemble!</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Whenever you <i>Investigate</i> this turn, look at three cards instead of two.
Choose Recruit or Attack. <i>Investigate</i> for a card with that icon.
4 Attack
Cost: 7
<font size='1'><i>Art contains a gun</i></font>
"	Noir	N	Iron Man Noir (N)
Luke Cage Noir	"<font size='5'>Luke Cage Noir</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Private Investigations</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Investigate</i> for a card that costs 4 or more.
2 Attack
Cost: 4
<font size='1'><i>Flavor: He doesn't stop until he clears his name ... or dies trying.</i></font>

<b>Follow Big Leads</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
You get +1 Recruit for each other card you played this turn that costs 4 or more.
2+ Recruit
Cost: 4
<font size='1'><i>Flavor: The deeper he digs, the bigger the conspiracy becomes.</i></font>

<b>Unbreakable Cage</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Once per turn, if a player would gain a Wound, you may reveal this card and <i>Investigate</i> for any card instead.
4 Attack
Cost: 6

<b>Weight of the World</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
You get +2 Attack for each other card you played this turn that costs 4 or more.
5+ Attack
Cost: 8
"	Noir	N	Luke Cage Noir (N)
Spider-Man Noir	"<font size='5'>Spider-Man Noir</font>
<font size='3'><i>Spider Friends</i></font>

<b>Gumshoe's Revolver</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Investigate</i> for a card that costs 2 or less.
1 Attack
Cost: 2
<font size='1'><i>Flavor: Stealth goes a long way, but some mysteries can only be unraveled with cold steel.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Webs of Darkness</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +2 Attack.
1+ Attack
Cost: 2
<font size='1'><i>Flavor: Spiders from a cursed totem gave Peter Parker dark powers to match his shadowed mission.</i></font>

<b>Solve the Crime</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Investigate</i> the Bystander Stack for a Bystander and rescue it.
2 Attack
Cost: 2
<font size='1'><i>Flavor: ""Who murdered Uncle Ben?""</i></font>

<b>Spider-Totem's Chosen</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
Spider Friends: <i>Investigate</i> each player's deck for a card that costs 2 or less, play a copy of that card, then put it into their discard pile.
1 Attack
Cost: 2


"	Noir	N	Spider-Man Noir (N)
Aurora & Northstar	"<font size='5'>Aurora & Northstar</font>
<font size='3'><i>X-Men</i></font>

<b>Northern Lights</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Soaring Flight</i>
<i>Lightshow</i>: Draw a card.
2 Attack
Cost: 3

<b>Blazing Flare/Blazing Fists</b> (5 copies)
<i>Divided</i>
<b>Blazing Flare (Aurora)</b>
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Lightshow</i>: You get +2 Recruit.
2+ Recruit
Cost: 4
---
<b>Blazing Fists (Northstar)</b>
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Berserk</i>
2+ Attack
Cost: 4

<b>Twin Blast</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Soaring Flight</i>
<i>Lightshow</i>: You get +3 Attack
2+ Attack
Cost: 5

<b>Mach 10</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Soaring Flight</i>
All Heroes you recruit this turn have <i>Soaring Flight</i>.
<i>Lightshow</i>: You get +2 Attack for each <b>'Lightshow</b>' card you played this turn.
4 Recruit
0+ Attack
Cost: 7
"	X-Men	XM	Aurora & Northstar (XM)
Banshee	"<font size='5'>Banshee</font>
<font size='3'><i>X-Men</i></font>

<b>Sonar Detection</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Draw a card.
<i>Piercing Energy</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +1 Piercing.
0+ Piercing
Cost: 2

<b>Speed of Sound</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Soaring Flight</i>
<i>Piercing Energy</i>
2 Piercing
Cost: 3

<b>Sonic Blastwave</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Piercing Energy</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You may have this card produce Piercing instead of Recruit.
3 Recruit
0+ Piercing
Cost: 5

<b>Bone-Shattering Howl</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Piercing Energy</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png: You may use Attack as if it were Piercing this turn.
4 Piercing
Cost: 8
"	X-Men	XM	Banshee (XM)
Beast	"<font size='5'>Beast</font>
<font size='3'><i>X-Men</i></font>

<b>Captivating Conundrum</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png: Draw a card.
1 Attack
Cost: 2

<b>Furry Fury</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Berserk</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png: <b>'Berserk</b>'
2+ Attack
Cost: 4

<b>Calculated Rage</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Look at the top card of your deck. Discard it or put it back.
<i>Berserk</i>
3+ Attack
Cost: 5

<b>Recursive Pummeling</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Berserk</i>
<i>X-Gene</i> X-Men: You may return a 0-cost, 3-cost, and 4-cost card from your discard pile to your hand.
3+ Attack
Cost: 8
"	X-Men	XM	Beast (XM)
Cannonball	"<font size='5'>Cannonball</font>
<font size='3'><i>X-Men</i></font>

<b>Kinetic Blast Field</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Soaring Flight</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +2 Attack
1+ Attack
Cost: 3

<b>Carry to the Air</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Soaring Flight</i>
https://cf.geekdo-static.com/mbs/mb_26286_0.png: The next Hero you recruit this turn has <i>Soaring Flight</i>.
2 Recruit
Cost: 4

<b>Natural Leader</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Soaring Flight</i>
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Return a S.H.I.E.L.D. Hero from your discard pile to your hand.
3 Attack
Cost: 6

<b>Human Cannon</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Soaring Flight</i>
If you played at least 6 other cards this turn, you get +2 Attack.
4+ Attack
Cost: 8
"	X-Men	XM	Cannonball (XM)
Colossus & Wolverine	"<font size='5'>Colossus & Wolverine</font>
<font size='3'><i>X-Men</i></font>

<b>Reliable/Unpredictable</b> (5 copies)
<i>Divided</i>
<b>Reliable (Colossus)</b>
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
Cost: 3
---
<b>Unpredictable (Wolverine)</b>
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Berserk</i>, <b>'Berserk</b>'
1+ Attack
Cost: 3

<b>Fastball Special</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Soaring Flight</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26284_0.png: <b>'Berserk</b>'
2+ Attack
Cost: 4

<b>Insane Disregard for Danger</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Berserk</i>
If you have a Wound in your hand or discard pile, KO it. Otherwise, gain a Wound.
4+ Attack
Cost: 6

<b>Uncanny X-Men</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Berserk</i>, <b>'Berserk</b>', '''Berserk'''
Then, draw a card for each X-Men card you <i>Berserked</i>.
3+ Attack
Cost: 7
"	X-Men	XM	Colossus & Wolverine (XM)
Dazzler	"<font size='5'>Dazzler</font>
<font size='3'><i>X-Men</i></font>

<b>Convert Sound to Light</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Piercing Energy</i>
<i>Lightshow</i>: You get +1 Piercing for each <b>'Lightshow</b>' card you played this turn.
1 Recruit
0+ Piercing
Cost: 3

<b>Dazzling Glamour</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Lightshow</i>: You get +2 Attack.
2+ Attack
Cost: 4

<b>City-Wide Mega Concert</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Lightshow</i>: When you draw a new hand of cards at the end of this turn, draw two extra cards.
3 Attack
Cost: 5
<font size='1'><i>Flavor: Performing is her passion, fighting aliens is more of a nights-and-weekends thing.</i></font>

<b>Inspire the World</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Lightshow</i>: Put a Hero from the HQ on top of your deck.
5 Attack
Cost: 7
"	X-Men	XM	Dazzler (XM)
Havok	"<font size='5'>Havok</font>
<font size='3'><i>X-Men</i></font>

<b>Blinding Burst</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Lightshow</i>: You get +3 Attack usable only against the Mastermind.
2 Recruit
Cost: 3

<b>Unleash Havok</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
To play this card, you must discard a card from your hand.
<i>Berserk</i>, <b>'Berserk</b>'
2+ Attack
Cost: 4

<b>Concussive Plasma</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get +1 Attack for each https://cf.geekdo-static.com/mbs/mb_26285_0.png card in your discard pile.
2+ Attack
Cost: 5

<b>Radiation Focus Array</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Berserk</i>
<i>X-Gene</i> https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get the total printed Attack of all the https://cf.geekdo-static.com/mbs/mb_26285_0.png cards in your discard pile.
3+ Attack
Cost: 7
"	X-Men	XM	Havok (XM)
Jubilee	"<font size='5'>Jubilee</font>
<font size='3'><i>X-Men</i></font>

<b>Light a Spark</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Draw a card.
<i>Lightshow</i>: You get +1 Recruit for each <b>'Lightshow</b>' card you played this turn.
0+ Recruit
Cost: 2

<b>Blasting Fireworks</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
Draw a card.
<i>Lightshow</i>: You get +1 Attack for each <b>'Lightshow</b>' card you played this turn.
1+ Attack
Cost: 4

<b>Unexpected Explosion</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Lightshow</i>: Look at the top card of your deck. If it costs 0, KO it.
3 Attack
Cost: 5

<b>Prismatic Cascade</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Lightshow</i>: You get +1 Recruit and +1 Attack for each <b>'Lightshow</b>' card you played this turn.
0+ Recruit
5+ Attack
Cost: 7
"	X-Men	XM	Jubilee (XM)
Kitty Pryde	"<font size='5'>Kitty Pryde</font>
<font size='3'><i>X-Men</i></font>

<b>Intangible Qualities</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
Put a card from the HQ on the bottom of the Hero deck. If that card had a Recruit icon, get +2 Recruit. If that card had an Attack icon, you get +2 Attack. (If both, get both.)
0+ Recruit
0+ Attack
Cost: 3

<b>Going through a Phase</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>X-Gene</i> X-Men: Draw a card.
1 Recruit
1 Attack
Cost: 4

<b>Ghost in the Machine</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
You get +1 Attack for each different cost among the Heroes in the HQ.
0+ Attack
Cost: 6

<b>Lockheed, Kitty's Dragon</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
<i>Soaring Flight</i>
Put a card from the HQ on the bottom of the Hero Deck. You get +Attack equal to its cost.
0+ Attack
Cost: 8
"	X-Men	XM	Kitty Pryde (XM)
